予約番号,予約人数,予約件数,予約宴会名称,会場枝番,会場名称,会場使用日,宴会開始時間,宴会終了時間,行灯名称,会場予約人数,営業担当名称,予約状態ｺｰﾄﾞ,予約状態名称,会場ｺｰﾄﾞ,会場使用目的ｺｰﾄﾞ,会場使用目的名称,会場形式ｺｰﾄﾞ,会場形式名称,ｴｰｼﾞｪﾝﾄｺｰﾄﾞ,エージェン 名称,申込会社 名称,ｴｰｼﾞｪﾝﾄ名称,予約状態備考
"29822","66","1","中央コンサルタンツ株式会社　部長会 ※松→卓盛/準備17:00/本番18:00-20:0","1","松","2025/04/11","18:00","20:00","中央コンサルタンツ株式会社　部長会","66","伊藤　良行","1","決定予約","200","30","懇親会","71","丸卓卓盛","2099","ＪＴＢ名古屋事業部営業３課","","JTB","飲み放題C　受付1F玄関横(17:30-)"
"30477","91","1","愛知志登茂会","1","富士","2025/05/24","17:00","19:30","愛知県志登茂会　愛知志登茂会　懇親会","91","石黒　達也","5","ｷｬﾝｾﾙ","170","30","懇親会","72","丸卓"," ","","愛知志登茂会","","たたみ"
"30478","30","1","愛知志登茂会","4","富士","2025/05/24","17:00","19:30","愛知志登茂会　愛知県志登茂会　懇親会","91","石黒　達也","2","仮予約","170","30","懇親会","72","丸卓"," ","","愛知志登茂会","","富士たたみ　受付-翆松館"
"30478","30","1","愛知志登茂会","2","伏見","2025/05/24","16:00","17:00","愛知県志登茂会　役員会","15","石黒　達也","2","仮予約","370","15","会議"," ",""," ","","愛知志登茂会","","富士たたみ　受付-翆松館"
"30478","30","1","愛知志登茂会","3","白川","2025/05/24","15:30","17:15","愛知県志登茂会　愛知志登茂会　御来賓控室","5","石黒　達也","2","仮予約","380","83","来賓控室"," ",""," ","","愛知志登茂会","","富士たたみ　受付-翆松館"
"30478","30","1","愛知志登茂会","1","錦","2025/05/24","16:30","17:00","愛知志登茂会","30","石黒　達也","2","仮予約","250","15","会議","3","スクール形式"," ","","愛知志登茂会","","富士たたみ　受付-翆松館"
"31040","43","1","奈良県立奈良西養護学校","1","楓","2025/05/21","18:00","19:00","奈良県立奈良西養護学校","43","大木　淳","5","ｷｬﾝｾﾙ","340","1","夕食","26","テーブル","2103","名鉄観光　奈良支店","","名鉄観光","泊あり"
"31437","108","1","神戸市立渚中学校　2025年度修学旅行","1","富士(１)","2025/05/20","18:00","19:00","神戸市立渚中学校　2025年度修学旅行","108","大木　淳","5","ｷｬﾝｾﾙ","180","1","夕食","26","テーブル","2099","ＪＴＢ　神戸支店","","JTB","泊あり"
"31437","108","1","神戸市立渚中学校　2025年度修学旅行","2","錦","2025/05/20","15:00","23:59","神戸市立渚中学校　2025年度修学旅行","108","大木　淳","5","ｷｬﾝｾﾙ","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2099","ＪＴＢ　神戸支店","","JTB","泊あり"
"31438","108","1","神戸市立渚中学校　2025年度修学旅行","1","富士(１)","2025/05/21","07:00","08:00","神戸市立渚中学校　2025年度修学旅行","108","大木　淳","5","ｷｬﾝｾﾙ","180","35","朝食","26","テーブル","2099","ＪＴＢ　神戸支店","","JTB",""
"31438","108","1","神戸市立渚中学校　2025年度修学旅行","2","錦","2025/05/21","07:00","10:00","神戸市立渚中学校　2025年度修学旅行","108","大木　淳","5","ｷｬﾝｾﾙ","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2099","ＪＴＢ　神戸支店","","JTB",""
"31469","78","1","名鉄観光サービス㈱ 令和7年度新入社員研修","1","鶴(２)","2025/03/31","09:00","18:30","名鉄観光サービス㈱ 令和7年度新入社員研修","78","森　慎一","1","決定予約","280","15","会議","3","スクール形式","2103","名鉄観光　総務部","","名鉄観光","泊あり／【橘】松浦弁当(ﾊﾟｯｸ茶付)入れ込み有／車イスの方1名いらっしゃる"
"31469","78","1","名鉄観光サービス㈱ 令和7年度新入社員研修","25","橘","2025/03/31","11:15","12:15","名鉄観光サービス㈱ 令和7年度新入社員研修　御食事会場","6","森　慎一","1","決定予約","350","13","昼食","26","テーブル","2103","名鉄観光　総務部","","名鉄観光","泊あり／【橘】松浦弁当(ﾊﾟｯｸ茶付)入れ込み有／車イスの方1名いらっしゃる"
"31470","20","1","名鉄観光サービス㈱　令和7年度新入社員研修（押さえ）","2","楓","2025/04/02","09:00","18:00","名鉄観光サービス㈱　令和7年度新入社員研修（押さえ）","20","森　慎一","5","ｷｬﾝｾﾙ","340","15","会議","6","コの字","2103","名鉄観光　総務部","","名鉄観光","泊あり"
"31470","20","1","名鉄観光サービス㈱　令和7年度新入社員研修（押さえ）","3","松","2025/04/02","12:30","13:30","名鉄観光サービス㈱　令和7年度新入社員研修（押さえ）","40","森　慎一","5","ｷｬﾝｾﾙ","200","13","昼食","26","テーブル","2103","名鉄観光　総務部","","名鉄観光","泊あり"
"31470","20","1","名鉄観光サービス㈱　令和7年度新入社員研修（押さえ）","1","錦","2025/04/02","09:00","18:00","名鉄観光サービス㈱　令和7年度新入社員研修（押さえ）","20","森　慎一","5","ｷｬﾝｾﾙ","250","15","会議","6","コの字","2103","名鉄観光　総務部","","名鉄観光","泊あり"
"31471","20","1","名鉄観光サービス㈱　令和7年度新入社員研修","2","楓","2025/04/03","09:00","18:00","名鉄観光サービス㈱　令和7年度新入社員研修","20","森　慎一","5","ｷｬﾝｾﾙ","340","15","会議","6","コの字","2103","名鉄観光　総務部","","名鉄観光","泊あり"
"31471","20","1","名鉄観光サービス㈱　令和7年度新入社員研修","3","松","2025/04/03","12:30","13:30","名鉄観光サービス㈱　令和7年度新入社員研修","40","森　慎一","5","ｷｬﾝｾﾙ","200","13","昼食","26","テーブル","2103","名鉄観光　総務部","","名鉄観光","泊あり"
"31471","20","1","名鉄観光サービス㈱　令和7年度新入社員研修","1","錦","2025/04/03","09:00","18:00","名鉄観光サービス㈱　令和7年度新入社員研修","20","森　慎一","5","ｷｬﾝｾﾙ","250","15","会議","6","コの字","2103","名鉄観光　総務部","","名鉄観光","泊あり"
"31472","20","1","名鉄観光サービス㈱　令和7年度新入社員研修","2","楓","2025/04/04","09:00","18:00","名鉄観光サービス㈱　令和7年度新入社員研修","20","森　慎一","5","ｷｬﾝｾﾙ","340","15","会議","6","コの字","2103","名鉄観光　総務部","","名鉄観光","泊あり"
"31472","20","1","名鉄観光サービス㈱　令和7年度新入社員研修","3","松","2025/04/04","12:30","13:30","名鉄観光サービス㈱　令和7年度新入社員研修","40","森　慎一","5","ｷｬﾝｾﾙ","200","13","昼食","26","テーブル","2103","名鉄観光　総務部","","名鉄観光","泊あり"
"31472","20","1","名鉄観光サービス㈱　令和7年度新入社員研修","1","錦","2025/04/04","09:00","18:00","名鉄観光サービス㈱　令和7年度新入社員研修","20","森　慎一","5","ｷｬﾝｾﾙ","250","15","会議","6","コの字","2103","名鉄観光　総務部","","名鉄観光","泊あり"
"31473","20","1","名鉄観光サービス㈱　令和7年度新入社員研修（押さえ）","2","楓","2025/04/05","09:00","18:00","名鉄観光サービス㈱　令和7年度新入社員研修（押さえ）","20","森　慎一","5","ｷｬﾝｾﾙ","340","15","会議","6","コの字","2103","名鉄観光　総務部","","名鉄観光","ﾊｸｱﾘ"
"31473","20","1","名鉄観光サービス㈱　令和7年度新入社員研修（押さえ）","3","松","2025/04/05","12:30","13:30","名鉄観光サービス㈱　令和7年度新入社員研修（押さえ）","40","森　慎一","5","ｷｬﾝｾﾙ","200","13","昼食","26","テーブル","2103","名鉄観光　総務部","","名鉄観光","ﾊｸｱﾘ"
"31473","20","1","名鉄観光サービス㈱　令和7年度新入社員研修（押さえ）","1","錦","2025/04/05","09:00","18:00","名鉄観光サービス㈱　令和7年度新入社員研修（押さえ）","20","森　慎一","5","ｷｬﾝｾﾙ","250","15","会議","6","コの字","2103","名鉄観光　総務部","","名鉄観光","ﾊｸｱﾘ"
"31474","20","1","名鉄観光サービス㈱　令和7年度新入社員研修","2","楓","2025/04/07","09:00","18:00","名鉄観光サービス㈱　令和7年度新入社員研修","20","森　慎一","5","ｷｬﾝｾﾙ","340","15","会議","6","コの字","2103","名鉄観光　総務部","","名鉄観光","泊あり"
"31474","20","1","名鉄観光サービス㈱　令和7年度新入社員研修","3","松","2025/04/07","12:30","13:30","名鉄観光サービス㈱　令和7年度新入社員研修","40","森　慎一","5","ｷｬﾝｾﾙ","200","13","昼食","26","テーブル","2103","名鉄観光　総務部","","名鉄観光","泊あり"
"31474","20","1","名鉄観光サービス㈱　令和7年度新入社員研修","1","錦","2025/04/07","09:00","18:00","名鉄観光サービス㈱　令和7年度新入社員研修","20","森　慎一","5","ｷｬﾝｾﾙ","250","15","会議","6","コの字","2103","名鉄観光　総務部","","名鉄観光","泊あり"
"31475","20","1","名鉄観光サービス㈱　令和7年度新入社員研修","2","楓","2025/04/08","09:00","18:00","名鉄観光サービス㈱　令和7年度新入社員研修","20","森　慎一","5","ｷｬﾝｾﾙ","340","15","会議","6","コの字","2103","名鉄観光　総務部","","名鉄観光","ﾊｸｱﾘ"
"31475","20","1","名鉄観光サービス㈱　令和7年度新入社員研修","3","松","2025/04/08","12:30","13:30","名鉄観光サービス㈱　令和7年度新入社員研修","40","森　慎一","5","ｷｬﾝｾﾙ","200","13","昼食","26","テーブル","2103","名鉄観光　総務部","","名鉄観光","ﾊｸｱﾘ"
"31475","20","1","名鉄観光サービス㈱　令和7年度新入社員研修","1","錦","2025/04/08","09:00","18:00","名鉄観光サービス㈱　令和7年度新入社員研修","20","森　慎一","5","ｷｬﾝｾﾙ","250","15","会議","6","コの字","2103","名鉄観光　総務部","","名鉄観光","ﾊｸｱﾘ"
"31477","62","1","中日本高速道路株式会社","2","鶴","2025/04/03","09:00","18:00","中日本高速道路株式会社 新入社員研修Ⅰ","62","森　慎一","1","決定予約","260","15","会議","8","グループ(島)"," "," ","ＮＥＸＣＯ中日本サービス㈱","",""
"31477","62","1","中日本高速道路株式会社","1","鶴","2025/04/02","09:00","18:00","中日本高速道路株式会社 新入社員研修Ⅰ","62","森　慎一","1","決定予約","260","15","会議","8","グループ(島)"," "," ","ＮＥＸＣＯ中日本サービス㈱","",""
"31478","140","1","中日本高速道路株式会社","1","鶴","2025/04/03","09:00","18:00","中日本高速道路株式会社","140","森　慎一","5","ｷｬﾝｾﾙ","260","15","会議","8","グループ(島)"," "," ","ＮＥＸＣＯ中日本サービス㈱","",""
"31479","232","1","中日本高速道路株式会社","16","富士","2025/04/17","18:30","19:30","中日本高速道路株式会社　新入社員研修Ⅰ　御夕食会場","116","森　慎一","1","決定予約","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ジュータン　アレルギーあり"
"31479","232","1","中日本高速道路株式会社","15","富士","2025/04/16","18:30","19:30","中日本高速道路株式会社　新入社員研修Ⅰ　御夕食会場","116","森　慎一","1","決定予約","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ジュータン　アレルギーあり"
"31479","232","1","中日本高速道路株式会社","14","富士","2025/04/15","18:30","19:30","中日本高速道路株式会社　新入社員研修Ⅰ　御夕食会場","116","森　慎一","1","決定予約","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ジュータン　アレルギーあり"
"31479","232","1","中日本高速道路株式会社","13","富士","2025/04/14","18:30","19:30","中日本高速道路株式会社　新入社員研修Ⅰ　御夕食会場","116","森　慎一","1","決定予約","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ジュータン　アレルギーあり"
"31479","232","1","中日本高速道路株式会社","11","富士","2025/04/08","18:30","19:30","中日本高速道路株式会社　新入社員研修Ⅰ　御夕食会場","116","森　慎一","1","決定予約","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ジュータン　アレルギーあり"
"31479","232","1","中日本高速道路株式会社","10","富士","2025/04/07","18:30","19:30","中日本高速道路株式会社　新入社員研修Ⅰ　御夕食会場","116","森　慎一","1","決定予約","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ジュータン　アレルギーあり"
"31479","232","1","中日本高速道路株式会社","9","富士","2025/04/11","18:30","19:30","中日本高速道路株式会社　新入社員研修Ⅰ　御夕食会場","116","森　慎一","1","決定予約","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ジュータン　アレルギーあり"
"31479","232","1","中日本高速道路株式会社","8","富士","2025/04/10","18:30","19:30","中日本高速道路株式会社　新入社員研修Ⅰ　御夕食会場","116","森　慎一","1","決定予約","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ジュータン　アレルギーあり"
"31479","232","1","中日本高速道路株式会社","7","富士","2025/04/04","19:30","20:30","中日本高速道路株式会社　新入社員研修Ⅰ　御夕食会場","116","森　慎一","1","決定予約","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ジュータン　アレルギーあり"
"31479","232","1","中日本高速道路株式会社","6","富士","2025/04/02","18:30","19:30","中日本高速道路株式会社　新入社員研修Ⅰ　御夕食会場","116","森　慎一","1","決定予約","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ジュータン　アレルギーあり"
"31479","232","1","中日本高速道路株式会社","5","富士","2025/04/03","18:30","19:30","中日本高速道路株式会社　新入社員研修Ⅰ　御夕食会場","116","森　慎一","1","決定予約","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ジュータン　アレルギーあり"
"31479","232","1","中日本高速道路株式会社","1","富士","2025/04/01","18:30","19:30","中日本高速道路株式会社　新入社員研修Ⅰ　御夕食会場","116","森　慎一","1","決定予約","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ジュータン　アレルギーあり"
"31480","140","1","中日本高速道路株式会社（押さえ）","1","富士","2025/04/02","18:30","19:30","中日本高速道路株式会社","140","森　慎一","5","ｷｬﾝｾﾙ","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ジュータン"
"31481","140","1","中日本高速道路株式会社（押さえ）","1","富士","2025/04/03","18:30","19:30","中日本高速道路株式会社","140","森　慎一","5","ｷｬﾝｾﾙ","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ｼﾞｭｰﾀﾝ ｶｲｷﾞｱﾘ"
"31482","140","1","中日本高速道路株式会社（押さえ）","1","富士","2025/04/04","18:30","19:30","中日本高速道路株式会社","140","森　慎一","5","ｷｬﾝｾﾙ","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ジュータン"
"31483","140","1","中日本高速道路株式会社（押さえ）","1","富士","2025/04/07","18:30","19:30","中日本高速道路株式会社","140","森　慎一","5","ｷｬﾝｾﾙ","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ジュータン"
"31484","140","1","中日本高速道路株式会社（押さえ）","1","富士","2025/04/08","18:30","19:30","中日本高速道路株式会社","140","森　慎一","5","ｷｬﾝｾﾙ","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ｼﾞｭｰﾀﾝ"
"31485","140","1","中日本高速道路株式会社（押さえ）","1","富士","2025/04/09","18:30","19:30","中日本高速道路株式会社","140","森　慎一","5","ｷｬﾝｾﾙ","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ｼﾞｭｰたん"
"31486","140","1","中日本高速道路株式会社（押さえ）","1","富士","2025/04/10","18:30","19:30","中日本高速道路株式会社","140","森　慎一","5","ｷｬﾝｾﾙ","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ジュータン"
"31487","140","1","中日本高速道路株式会社（押さえ）","1","富士","2025/04/11","18:30","19:30","中日本高速道路株式会社","140","森　慎一","5","ｷｬﾝｾﾙ","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ジュータン"
"31488","140","1","中日本高速道路株式会社（押さえ）","1","富士","2025/04/14","18:30","19:30","中日本高速道路株式会社","140","森　慎一","5","ｷｬﾝｾﾙ","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ｼﾞｭｰﾀﾝ"
"31489","140","1","中日本高速道路株式会社（押さえ）","1","富士","2025/04/15","18:30","19:30","中日本高速道路株式会社","140","森　慎一","5","ｷｬﾝｾﾙ","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ジュータン"
"31490","140","1","中日本高速道路株式会社（押さえ）","1","富士","2025/04/16","18:30","19:30","中日本高速道路株式会社","140","森　慎一","5","ｷｬﾝｾﾙ","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ジュータン"
"31491","140","1","中日本高速道路株式会社（押さえ）","1","富士","2025/04/17","18:30","19:30","中日本高速道路株式会社","140","森　慎一","5","ｷｬﾝｾﾙ","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ジュータン"
"31492","140","1","中日本高速道路株式会社（押さえ）","1","富士","2025/04/18","18:30","19:30","中日本高速道路株式会社","140","森　慎一","5","ｷｬﾝｾﾙ","170","1","夕食","26","テーブル"," "," ","ＮＥＸＣＯ中日本サービス㈱","","ジュータン"
"31493","52","1","八代高校東海同窓会","2","富士(１)","2025/04/19","12:00","15:00","八代高校東海同窓会","52","近藤　和記","1","決定予約","180","30","懇親会","72","丸卓","2999","旅行プランサービス","","その他AGT",""
"31494","50","1","名古屋国税職員労働組合","1","楓","2025/05/17","09:00","18:00","名古屋国税職員労働組合　","50","森　慎一","1","決定予約","340","15","会議","3","スクール形式"," "," ","名古屋国税職員労働組合","",""
"31494","50","1","名古屋国税職員労働組合","2","葵","2025/05/17","09:00","18:00","名古屋国税職員労働組合　","0","森　慎一","1","決定予約","360","15","会議","5","ロの字"," "," ","名古屋国税職員労働組合","",""
"31494","50","1","名古屋国税職員労働組合","3","桐","2025/05/18","09:00","18:00","名古屋国税職員労働組合　","28","森　慎一","1","決定予約","220","15","会議","5","ロの字"," "," ","名古屋国税職員労働組合","",""
"31598","140","1","第11回全国青年学習交流集会","18","橘","2025/05/23","21:00","22:00","第11回全国青年学習交流集会　常任幹事会　昼食入込","12","伊藤　良行","1","決定予約","350","13","昼食","20","入れ込み","2999","トラベルシステムズ","","その他AGT",""
"31598","140","1","第11回全国青年学習交流集会","19","紬(１)","2025/05/24","10:00","14:00","第11回全国青年学習交流集会　分散会8・9班","12","伊藤　良行","1","決定予約","300","26","分科会","5","ロの字","2999","トラベルシステムズ","","その他AGT",""
"31598","140","1","第11回全国青年学習交流集会","20","紬(２)","2025/05/24","10:00","14:00","第11回全国青年学習交流集会　分散会10・11班","12","伊藤　良行","1","決定予約","310","26","分科会","5","ロの字","2999","トラベルシステムズ","","その他AGT",""
"31598","140","1","第11回全国青年学習交流集会","21","紬(１)","2025/05/24","21:00","22:00","第11回全国青年学習交流集会　昼食入れ込み","12","伊藤　良行","1","決定予約","300","13","昼食","20","入れ込み","2999","トラベルシステムズ","","その他AGT",""
"31598","140","1","第11回全国青年学習交流集会","22","紬(２)","2025/05/24","21:00","22:00","第11回全国青年学習交流集会　昼食入れ込み","12","伊藤　良行","1","決定予約","310","13","昼食","20","入れ込み","2999","トラベルシステムズ","","その他AGT",""
"31598","140","1","第11回全国青年学習交流集会","1","鶴","2025/05/23","09:00","18:00","第11回全国青年学習交流集会　全体会","140","伊藤　良行","1","決定予約","260","15","会議","3","スクール形式","2999","トラベルシステムズ","","その他AGT",""
"31598","140","1","第11回全国青年学習交流集会","3","富士","2025/05/23","18:30","20:30","第11回全国青年学習交流集会　懇親会","140","伊藤　良行","1","決定予約","170","30","懇親会","72","丸卓","2999","トラベルシステムズ","","その他AGT",""
"31598","140","1","第11回全国青年学習交流集会","5","鶴","2025/05/24","08:00","15:00","第11回全国青年学習交流集会　2日目全体会","140","伊藤　良行","1","決定予約","260","15","会議","3","スクール形式","2999","トラベルシステムズ","","その他AGT",""
"31598","140","1","第11回全国青年学習交流集会","6","橘","2025/05/24","10:00","14:00","第11回全国青年学習交流集会　分散会4班","12","伊藤　良行","1","決定予約","350","26","分科会","5","ロの字","2999","トラベルシステムズ","","その他AGT",""
"31598","140","1","第11回全国青年学習交流集会","4","橘","2025/05/23","10:00","13:30","第11回全国青年学習交流集会　常任幹事会","12","伊藤　良行","1","決定予約","350","70","常任理事会","5","ロの字","2999","トラベルシステムズ","","その他AGT",""
"31598","140","1","第11回全国青年学習交流集会","7","葵","2025/05/24","10:00","14:00","第11回全国青年学習交流集会　分散会5班","12","伊藤　良行","1","決定予約","360","26","分科会","5","ロの字","2999","トラベルシステムズ","","その他AGT",""
"31598","140","1","第11回全国青年学習交流集会","10","楓","2025/05/24","10:00","14:00","第11回全国青年学習交流集会　分散会6・7班","12","伊藤　良行","1","決定予約","340","26","分科会","5","ロの字","2999","トラベルシステムズ","","その他AGT",""
"31598","140","1","第11回全国青年学習交流集会","14","鶴","2025/05/24","21:00","22:00","第11回全国青年学習交流集会　昼食入れ込み","72","伊藤　良行","1","決定予約","260","13","昼食","20","入れ込み","2999","トラベルシステムズ","","その他AGT",""
"31598","140","1","第11回全国青年学習交流集会","15","楓","2025/05/24","21:00","22:00","第11回全国青年学習交流集会　昼食入れ込み","12","伊藤　良行","1","決定予約","340","13","昼食","20","入れ込み","2999","トラベルシステムズ","","その他AGT",""
"31598","140","1","第11回全国青年学習交流集会","16","橘","2025/05/24","21:00","22:00","第11回全国青年学習交流集会　昼食入れ込み","12","伊藤　良行","1","決定予約","350","13","昼食","20","入れ込み","2999","トラベルシステムズ","","その他AGT",""
"31598","140","1","第11回全国青年学習交流集会","17","葵","2025/05/24","21:00","22:00","第11回全国青年学習交流集会　昼食入れ込み","12","伊藤　良行","1","決定予約","360","13","昼食","20","入れ込み","2999","トラベルシステムズ","","その他AGT",""
"31599","200","1","中央コンサルタンツ株式会社　第64期経営計画発表会","1","錦","2025/05/23","11:00","23:59","中央コンサルタンツ株式会社　第64期経営計画発表会　チェックイン会場","200","伊藤　良行","5","ｷｬﾝｾﾙ","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2099","JTB名古屋事業部営業三課","","JTB",""
"31722","167","1","名古屋市中川区倫理法人会","1","紬","2025/04/02","06:30","07:30","名古屋市中川区倫理法人会 セミナー会場","167","森　慎一","1","決定予約","290","15","会議","3","スクール形式"," "," ","名古屋市中川区倫理法人会","","受付6F"
"31723","153","1","名古屋市中川区倫理法人会","1","鶴(２)","2025/04/09","06:30","07:30","名古屋市中川区倫理法人会 セミナー会場","153","森　慎一","1","決定予約","280","15","会議","3","スクール形式"," "," ","名古屋市中川区倫理法人会","","受付5F"
"31724","153","1","名古屋市中川区倫理法人会","1","鶴(２)","2025/04/16","06:30","07:30","名古屋市中川区倫理法人会 セミナー会場","153","森　慎一","1","決定予約","280","15","会議","3","スクール形式"," "," ","名古屋市中川区倫理法人会","","受付5F"
"31725","153","1","名古屋市中川区倫理法人会","1","鶴(２)","2025/04/23","06:30","07:30","名古屋市中川区倫理法人会 セミナー会場","153","森　慎一","1","決定予約","280","15","会議","3","スクール形式"," "," ","名古屋市中川区倫理法人会","","受付5F"
"31748","153","1","名古屋市中川区倫理法人会","1","鶴(２)","2025/04/30","06:30","07:30","名古屋市中川区倫理法人会 セミナー会場","153","森　慎一","5","ｷｬﾝｾﾙ","280","15","会議","3","スクール形式"," "," ","名古屋市中川区倫理法人会","","受付5F"
"31749","153","1","名古屋市中川区倫理法人会","1","鶴(２)","2025/05/07","06:30","07:30","名古屋市中川区倫理法人会 セミナー会場","153","森　慎一","1","決定予約","280","15","会議","3","スクール形式"," "," ","名古屋市中川区倫理法人会","","受付5F"
"31750","153","1","名古屋市中川区倫理法人会","1","鶴(２)","2025/05/14","06:30","07:30","名古屋市中川区倫理法人会 セミナー会場","153","森　慎一","1","決定予約","280","15","会議","3","スクール形式"," "," ","名古屋市中川区倫理法人会 セミナー会場","","受付5F"
"31770","153","1","名古屋市中川区倫理法人会","1","紬","2025/05/21","06:30","07:30","名古屋市中川区倫理法人会 セミナー会場","153","森　慎一","1","決定予約","290","15","会議","3","スクール形式"," "," ","名古屋市中川区倫理法人会","","受付5F"
"31771","153","1","名古屋市中川区倫理法人会","1","鶴(２)","2025/05/28","06:30","07:30","名古屋市中川区倫理法人会 セミナー会場","153","森　慎一","1","決定予約","280","15","会議","3","スクール形式"," "," ","名古屋市中川区倫理法人会","","受付5F"
"32024","40","1","京都市立大原野小学校","1","富士(２)","2025/05/08","18:00","19:00","京都市立大原野小学校","40","近藤　和記","1","決定予約","190","1","夕食","16","和室イステー","2999","京都第一ツーリスト","","その他AGT",""
"32024","40","1","京都市立大原野小学校","3","桐","2025/05/09","07:00","10:00","京都市立大原野小学校","40","近藤　和記","1","決定予約","220","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT",""
"32024","40","1","京都市立大原野小学校","2","桐","2025/05/08","15:00","23:59","京都市立大原野小学校","40","近藤　和記","1","決定予約","220","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT",""
"32025","60","1","京都市立待鳳小学校","3","富士(１)","2025/05/09","07:00","08:00","京都市立待鳳小学校","60","近藤　和記","1","決定予約","180","35","朝食","26","テーブル","2999","京都第一ツーリスト","","その他AGT",""
"32025","60","1","京都市立待鳳小学校","1","富士(１)","2025/05/08","18:00","19:00","京都市立待鳳小学校","60","近藤　和記","1","決定予約","180","1","夕食","26","テーブル","2999","京都第一ツーリスト","","その他AGT",""
"32025","60","1","京都市立待鳳小学校","4","錦","2025/05/09","07:00","10:00","京都市立待鳳小学校","60","近藤　和記","1","決定予約","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT",""
"32025","60","1","京都市立待鳳小学校","2","錦","2025/05/08","15:00","23:59","京都市立待鳳小学校","60","近藤　和記","1","決定予約","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT",""
"32026","60","1","京都市立音羽小学校","3","富士(１)","2025/05/14","07:00","08:00","京都市立音羽小学校","60","近藤　和記","1","決定予約","180","35","朝食","26","テーブル","2999","京都第一ツーリスト","","その他AGT",""
"32026","60","1","京都市立音羽小学校","1","富士(１)","2025/05/13","18:00","19:00","京都市立音羽小学校","60","近藤　和記","1","決定予約","180","1","夕食","26","テーブル","2999","京都第一ツーリスト","","その他AGT",""
"32026","60","1","京都市立音羽小学校","4","錦","2025/05/14","07:00","10:00","京都市立音羽小学校","60","近藤　和記","1","決定予約","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT",""
"32026","60","1","京都市立音羽小学校","2","錦","2025/05/13","15:00","23:59","京都市立音羽小学校","60","近藤　和記","1","決定予約","250","97","ﾁｪｯｸｲﾝ･ﾁｪｯｸｱｳﾄ会場","1","フラット","2999","京都第一ツーリスト","","その他AGT",""
"32027","60","1","京都市立御所東小学校","3","富士(１)","2025/05/16","07:00","08:00","京都市立御所東小学校","60","大木　淳","5","ｷｬﾝｾﾙ","180","35","朝食","26","テーブル","2999","京都第一ツーリスト","","その他AGT",""
